status,merchantId,merchantName,merchantSlug,websiteUrl,finalWebsiteUrl,reasonCodes,candidateSource,candidateScore,candidateUrl,evidence,sha256,width,height,bytes
SAFE,cmta1nfxp00wvq8iy71vxcbpb,Minotavros,minotavros,https://minotavros.gr,https://minotavros.gr/,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET|IMAGE_VALIDATED,HEADER_IMAGE,193,https://cdn11.bigcommerce.com/s-vvlfh3i8i2/images/stencil/470x235/minotavros_logo7_1501255823__90574.original.jpg,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET,79512b46ea12b9047bbb70b1ea3d14b64afececa324a20e604306311ccb905bb,470,59,14168
SAFE,cmta1ixh000etq8iyrstbzf45,Misa,misa,https://misa.gr,https://misa.gr/,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET|IMAGE_VALIDATED,HEADER_IMAGE,209,"https://static.wixstatic.com/media/72de13_5b009c6225874604a817fc3c3c952954~mv2.png/v1/fill/w_276,h_276,al_c,q_85,enc_avif,quality_auto/MISA%20LOGO.png",OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET,8d695ec25d4b5788327d82c8f45c698ac71a1f8ed772c3bfac202c7131321f6d,276,276,31076
