status,cardId,merchantId,merchantName,title,officialUrl,finalUrl,reasons,titleAmounts,urlAmounts,pageIdentity,priceEvidence,proposedCurrency,proposedValues,explicitDigitalEvidence,existingVariantCount
REVIEW,cmta5nrpi001554iy38lsipa9,cmta5nrkx001454iy2e3ktvtk,Love It,Love.it Gift Card Digital,https://www.love-it.gr/en/design-product/prid/8281/r/love-it-gift-card-digital,https://www.love-it.gr/en/design-product/prid/8281/r/love-it-gift-card-digital,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED,,8281,Love-it - Love.it Gift Card Digital|LOVE.IT GIFT CARD DIGITAL|Love.it Gift Card Digital|Love.It,[object Object]|[object Object],,,digital gift card,0
SUPPORTED_AS_IS,cmta1ktry00moq8iyk8cnm3ts,cmta1ktlv00mnq8iym8klu36r,Luckytravel,Lucky Travel Gift Card 100€ / 200€ / 300€,https://www.luckytravel.gr/product/giftcard/,https://www.luckytravel.gr/product/giftcard/,DELIVERY_TYPE_UNRESOLVED,100|200|300,,Lucky Travel | Shop|Δωροκάρτα 100€ – 200€ – 300€,,EUR,,,0
REVIEW,cmta1gsbd006wq8iy8x59y1jr,cmta1gs4h006vq8iydzfivov7,Maniashome,Maniashome Δωροεπιταγή 20€,https://maniashome.gr/katigoria/doroepitages/,https://maniashome.gr/katigoria/doroepitages/,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,20,,Δωροεπιταγές - Manias Home|Δωροεπιταγές|Home|Manias Home,,EUR,,,0
SUPPORTED_AS_IS,cmta1iskl00e4q8iy4blzttgs,cmta1isf400e3q8iyxulrv2jo,Maralcrafts,Maral Crafts Gift Card 50€,https://maralcrafts.gr/product-category/gift-cards/,https://maralcrafts.gr/product-category/gift-cards/,DELIVERY_TYPE_UNRESOLVED,50,,Gift Cards - Maral|Gift Cards|Maral|Home|Gift Card 50 Euro - Maral|Gift Card 20 Euro - Maral|Gift Card 10 Euro - Maral|Αρχική σελίδα,[object Object]|[object Object]|[object Object],EUR,,,0
REVIEW,cmta1ndg700wmq8iy0aym5v5k,cmta1nd8500wlq8iyt3qqsq3s,Marinospor,Gift Card - Gift Card 100€ - Marinospor,https://marinospor.gr/,https://marinospor.gr/,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,100,,Αρχική σελίδα|Marinospor | Αθλητικά - Χιονοδρομικά είδη,,EUR,,,0
REVIEW,cmta1iszf00e6q8iyhvyjlqm9,cmta1ists00e5q8iybr7fmy1d,Marketfix,Gift Card Niyamas - Ηλεκτρονική Δωροκάρτα 20€,https://marketfix.gr/,https://marketfix.gr/,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,20,,Αρχική σελίδα marketfix | Marketplace|Marketfix.gr|marketfix,,EUR,,,0
REVIEW,cmta1kaap00kgq8iyxyxwrv9r,cmta1ka4i00kfq8iykvii8j6b,Medi Shop,Medi-Shop Δωροκάρτα 50€,https://www.medi-shop.gr/el/giftcards,https://www.medi-shop.gr/el/giftcards,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,50,,Δωροκάρτες Medi-Shop | Medi-Shop.gr|Δωροκάρτες,,EUR,,,0
SUPPORTED_AS_IS,cmta4ytua002nsciye5jdpjc2,cmta4yto2002msciy14cp15ty,Megafitness,"Megafitness Gift Card 300,00€",https://www.megafitness.gr/en/megafitness-gift-card-300-00%E2%82%AC-104325,https://www.megafitness.gr/en/megafitness-gift-card-300-00%E2%82%AC-104325,DELIVERY_TYPE_UNRESOLVED,300,300,"Megafitness Gift Card 300,00€",,EUR,,,0
SUPPORTED_AS_IS,cmta1kard00kiq8iyc8lsfv9b,cmta1kakx00khq8iyslhuttfv,Melispa,Meli Spa Gift Card 30€,https://www.melispa.gr/el/gift-card,https://www.melispa.gr/el/gift-card,DELIVERY_TYPE_UNRESOLVED,30,,Gift Card €30,[object Object],EUR,,,0
REVIEW,cmta4yuag002psciyoexjru1o,cmta4yu3q002osciyu5jetmw1,Mgsound,MGsound Gift Card 300€,https://www.mgsound.gr/product-category/gift-cards/,https://www.mgsound.gr/product-category/gift-cards/,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,300,,Gift Cards Archives - :: MGsound ::|Gift Cards|Home|:: MGsound ::,,EUR,,,0
REVIEW,cmta1ix8a00esq8iyx9vwmckf,cmta1ix3800erq8iyqmw3lkc2,Mikelidis,Mikelidis Gift Card 300€,https://www.mikelidis.gr/dora/gift-card/,https://www.mikelidis.gr/dora/gift-card/,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,300,,Δώρα :: Gift Card|Gift Card,,EUR,,,0
REVIEW,cmtb789dc006udkiyns09pnli,cmtb7898i006tdkiypwp1jv9x,Mom & Me,Mom & Me Gift Card,https://momandme.gr/product/gift-card-100/,https://momandme.gr/product/gift-card-100/,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,100,Δωροκάρτα 100€ - Mom & Me|Δωροκάρτα 100€|MasterMaker|Breadcrumb|Κατάστημα,[object Object]|[object Object],,,,0
REVIEW,cmta1nh7b00x0q8iyvpuik4zd,cmta1nh0t00wzq8iy8gdyp1w2,Morfibeauty,Gift Card 100,https://www.morfibeauty.gr/product/gift-card/,https://www.morfibeauty.gr/product/gift-card/,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED,100,,Gift Card - Morfi Beauty|Gift Card|Αρχική|ΠΡΟΪΟΝΤΑ|Morfi Beauty,,,,e-gift card,0
REVIEW,cmta1iyw100f0q8iyyl3g2m31,cmta1iypl00ezq8iypg6kwhfe,Motovinios,Motovinios Δωροκάρτα 100€,https://www.motovinios.gr/c/giftcard,https://www.motovinios.gr/c/giftcard,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,100,,GIFT CARD | Motovinios|GIFT CARD|ΑΡΧΙΚΗ|Motovinios,,EUR,,,0
SUPPORTED_AS_IS,cmta5nucz001j54iyk2uep1aq,cmta5nu7u001i54iy26l668bf,Myprotein,"Myprotein Gift Voucher, £50",https://www.myprotein.gr/p/protein-accessories/myprotein-gift-voucher-50/10530834/,https://www.myprotein.gr/p/protein-accessories/myprotein-gift-voucher-50/10530834/,DELIVERY_TYPE_UNRESOLVED,50,50,"Myprotein Gift Voucher, £50|Myprotein Gift Voucher, £50 | MyProtein GR|Myprotein|suggestedGender|suggestedAge|<b>Έκπτωση 45% | </b> Κωδικός: IMPACTGR|Home",[object Object],GBP,,,0
REVIEW,cmta1j2rw00fgq8iydjopixyl,cmta1j2m300ffq8iyt6u5plxe,Myrtia,Myrtia Gift Card,https://myrtia.gr/el/25-gift-cards,https://myrtia.gr/el/25-gift-cards,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,25,GIFT CARDS,,,,,0
REVIEW,cmtb6uy8d00303giy23wvv4xn,cmtb6uy3n002z3giyohz3pcwu,NaniNails.gr,NaniNails.gr Gift Card,https://www.naninails.gr/dorokarta-axias-20-eur/,https://www.naninails.gr/dorokarta-axias-20-eur/,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED,,20,Δωροκάρτα αξίας 20 EUR - NaniNails.gr|Εργαλεία και αξεσουάρ|Δωροκάρτες|Δωροκάρτα αξίας 20 EUR|NANI,[object Object],,,Δωροκαρτες Home Εργαλεια και αξεσουαρ Δωροκαρτες Δωροκαρτα αξιας 20 EUR Τροπος αποστολης Μεσω email,0
ERROR,cmta1fgap002dq8iyswsnc8wa,cmta1fg47002cq8iy4x4ez937,Niceyou,Gift Card 100,https://www.niceyou.gr/,,PAGE_HTTP_403,100,,,,,,,0
REVIEW,cmtb7i4z6001d04iynhzy9379,cmtb7i4tc001c04iydbkml154,Oriad Athens,Oriad Athens Gift Card,https://oriadathens.com/product/gift-card-50e/,https://oriadathens.com/product/gift-card-50e/,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,50,Gift Card - Oriad Athens | Premium Greek Natural Skincare|Gift Card|Home|Shop|Oriad Athens | Greek SkinCare Products,,,,,0
REVIEW,cmtb6v04k003a3giyiu8s30dd,cmtb6uzyo00393giyijqh9v1h,Outdoorway,Outdoorway Δωροεπιταγή 10€,https://www.outdoorway.gr/category/8/dora-anamnistika/1100098/doroepitages,https://www.outdoorway.gr/category/8/dora-anamnistika/1100098/doroepitages,TITLE_URL_AMOUNT_CONFLICT|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,10,8,Δωροεπιταγές - outdoorway.gr,,EUR,,,0
REVIEW,cmta1gu640074q8iyaanq8e4u,cmta1gu0d0073q8iyksj58bpb,Paokfc,Gift Card 100 - PAOK Store,https://paokfc.gr/,https://www.paokfc.gr/,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,100,,Αρχική - PAOKFC|Πέρασε νικηφόρα από το Αγρίνιο|PAOK FC|PAOKFC|Home,,,,,0
REVIEW,cmta1j77e00fyq8iyr9b9nm78,cmta1j70q00fxq8iy9sg5qn8b,Parnass,Gift card Parnass 120,https://parnass.gr/,https://parnass.gr/el/,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,120,,Ski | Σκι | Ρούχα σκι | Snowboard - Parnass.gr|Parnass.gr|Ski | Σκι | Ρούχα σκι | Snowboard,,,,,0
ERROR,cmta1j7oa00g0q8iygdnjdv5j,cmta1j7hz00fzq8iy4xlg7dvr,Parousiafashion,Parousia Fashion Δωροεπιταγή 70€,https://parousiafashion.gr/product-category/gift-cards/,,PAGE_HTTP_403,70,,,,EUR,,,0
REVIEW,cmta1ld1900ouq8iyh416pr6o,cmta1lcus00otq8iyclnib1y8,Petrichor,Petrichor Gift Card 200€,https://www.petrichor.com.gr/en/gift-card,https://www.petrichor.com.gr/en/gift-card,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,200,,Gift Card | Petrichor|Gift Card|Petrichor,,EUR,,,0
REVIEW,cmt79igv3001684iyrqjuar1j,cmt79igs4001584iyx1lcaw5f,Pharm24,Pharm24 Gift Card,https://pharm24.gr/dwrokarta-pharm24-p-27732.html,https://www.pharm24.gr/dwrokarta-pharm24-p-27732.html,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED,,24,Δωροκάρτα Pharm24 | Pharm24.gr|Δωροκάρτα Pharm24|Έχει ημερομηνία λήξης η Δωροκάρτα;|Μπορώ να εξαργυρώσω την αξία της Δωροκάρτας μου με χρήματα;|Ισχύει το υπόλοιπο της Δωροκάρτας για επόμενες αγορές;|Η εξαργύρωση της Δωροκάρτας γίνεται μόνο ηλεκτρονικά;|Τι γίνεται αν χάσω ή μου κλέψουν τη Δωροκάρτα μου;|Ο κωδικός της Δωροκάρτας μου δε γίνεται αποδεκτός από το σύστημα. Τι να κάνω;|Μπορώ να εξαργυρώσω πάνω από μία (1) Δωροκάρτα ανά παραγγελία;|Μπορώ να χρησιμοποιήσω την Δωροκάρτα συνδυαστικά με εκπτωτικά κουπόνια;|Καλύπτει η Δωροκάρτα τη χρέωση κιλών/μεταφορικών από το συνολικό ποσό αγορών;|Πως ενημερώνομαι ότι η Δωροκάρτα έχει σταλεί στον παραλήπτη;|Υπάρχει όριο στα χρήματα που μπορώ να διαθέσω για την αγορά μίας Δωροκάρτας;|Αρχική|Ομορφιά|Προτάσεις Δώρων|Δωροκάρτες,,,,Δωροκαρτας Αποστολη Δωροκαρτας με email/sms Αποστολη Δωροκαρτας με courier Επιλογη ποσου 25€ 40€ 60€ 100€ Email,1
REVIEW,cmta1gvbd0078q8iyfrpuq3og,cmta1guui0077q8iybyqma2gp,Phoskitchenware,Phos Kitchenware Gift Card,https://www.phoskitchenware.gr/en/content/10-giftcards,https://www.phoskitchenware.gr/en/content/10-giftcards,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,10,GiftCards|phós Kitchenware|Home,,,,,1
REVIEW,cmta1f0po000pq8iytwczl1ho,cmta1f0j7000oq8iysl6mrjq4,Play-sports,Gift Card 20,https://play-sports.gr/product-category/gift-card/,https://play-sports.gr/product-category/gift-card/,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,20,,Gift Card - Play Sports|Gift Card|Home|Play Sports|Play-sports.gr,,,,,0
REVIEW,cmta1jay200geq8iyzdfxuwo3,cmta1jarh00gdq8iyxtg67ir3,Pleasurefashion,Δωροκάρτα 30 Ευρώ - Pleasure Fashion,https://pleasurefashion.gr/,https://www.pleasurefashion.gr/,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,30,,Αρχική,,EUR,,,0
SUPPORTED_AS_IS,cmta1fqnv003bq8iy3xbbgzju,cmta1fqg6003aq8iyyqfnhn5v,PNN Nightwear,PNN Nightwear Δωροκάρτα 15€,https://pnn-nightwear.gr/product/dorokarta-pnn-nightwear/,https://pnn-nightwear.gr/product/dorokarta-pnn-nightwear/,DELIVERY_TYPE_UNRESOLVED,15,,Δωροκάρτα - PNN Nightwear|Δωροκάρτα|Αρχική|Νέες Αφίξεις|PNN Nightwear,[object Object]|[object Object],EUR,,,0
REVIEW,cmta1nnui00xqq8iyverz0w50,cmta1nnlj00xpq8iyi0360ygm,Profitstore,ProfitStore Δωροεπιταγή,https://www.profitstore.gr/products/doroepitages/362,https://www.profitstore.gr/products/doroepitages/362,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,362,"Δωροεπιταγές - ProfitStore|ProfitStore|Αρχική|E-shop|Παιχνίδια, Δώρα, Gadgets|Δωροεπιταγές",,,,,1
REVIEW,cmta1l18300niq8iyfjqu39zb,cmta1l12800nhq8iy7m1jy4ap,Psaltou,Psaltou Gift Card 70€,https://www.psaltou.gr/gift-cards,https://www.psaltou.gr/gift-cards,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,70,,Gift Cards | Βιβλιοπωλείο Ψάλτου Κι� ...|Gift Cards|Βιβλιοπωλείο Ψάλτου|Αρχική,,EUR,,,0
REVIEW,cmta5nwz8001x54iybk0fzt5z,cmta5nwum001w54iy1kd87zna,Purity Vision COM,Purity Vision COM Gift Card,https://www.purityvision.gr/products/gift-card-60-eur,https://www.purityvision.gr/products/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-60-eur/,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,60,Δωροκάρτα 60 EUR – Purity Vision COM|Δωροκάρτα 60 EUR|Purity Vision COM|Domov|PURITY VISION Φυσικά Δωροεπιταγές|Purity Vision,[object Object],,,,0
REVIEW,cmt79iijr001o84iy0hpx0a15,cmt79iigj001n84iyrxcwpcru,Rundome,Rundome Gift Card,https://rundome.gr/el/content/239-giftcards-rundome,https://www.rundome.gr/el/content/239-giftcards-rundome,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED,,239,"Δωροεπιταγές και Δωροκάρτες | Rundome|Δωροεπιταγές & Δωροκάρτες Rundome|Rundome|62 Martyron Avenue 148, Herakleion Crete 71303|Home|Εξυπηρέτηση πελατών|Δωροεπιταγές Rundome",,,,eGiftcard,1
REVIEW,cmta5nxca001z54iyk1x3ihrh,cmta5nx79001y54iyjatwauue,sexodonia,sexodonia Gift Card,https://www.sexodonia.gr/%CE%B4%CF%89%CF%81%CE%B1-%CE%BA%CE%B1%CE%B9-%CF%80%CE%B1%CE%B9%CF%87%CE%BD%CE%B9%CE%B4%CE%B9%CE%B1/4073-gift-voucher-75-eur.html,https://www.sexodonia.gr/%CE%B4%CF%89%CF%81%CE%B1-%CE%BA%CE%B1%CE%B9-%CF%80%CE%B1%CE%B9%CF%87%CE%BD%CE%B9%CE%B4%CE%B9%CE%B1/4073-gift-voucher-75-eur.html,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,75|4073,Gift Voucher 75 EUR,[object Object],,,,0
REVIEW,cmta1ffa4002bq8iy5k6w34t1,cmta1ff3n002aq8iyrx6zswhx,Shopdali,DA|LI Littles Gift Card,https://shopdali.gr/products/littles-gift-card-100,https://shopdali.gr/products/littles-gift-card-100,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,100,DA|LI Gift Card 100€ — DALI|DA|LI Gift Card 100€|Collections|+ 4 Years|DA|LI|DALI,[object Object],,,,1
REVIEW,cmta5ny2d002354iyvhj9mkz0,cmta5nxxp002254iy4fqx9dbp,Smaragdasart,Smaragdas Art E-Δωροκάρτα 200€,https://smaragdasart.gr/el/card/171-e-gift-card-100-.html,https://smaragdasart.gr/el/card/171-e-gift-card-100-.html,TITLE_URL_AMOUNT_CONFLICT|DELIVERY_TYPE_UNRESOLVED,200,100|171,E-Δωροκάρτα 200€,[object Object],EUR,,,0
REVIEW,cmta1jgrc00h2q8iylmuzku7m,cmta1jgl400h1q8iy35u741e6,Sonice,Sonice Δωροεπιταγή 50€,https://www.sonice.gr/el/185-gift-cards,https://www.sonice.gr/el/185-gift-cards,TITLE_URL_AMOUNT_CONFLICT|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,50,185,ΔΩΡΟΕΠΙΤΑΓΕΣ - So Nice|ΔΩΡΟΕΠΙΤΑΓΕΣ Υπάρχουν 4 προϊόντα.,,EUR,,,0
REVIEW,cmta1eztn000lq8iyz17iv7nt,cmta1ezmz000kq8iyr2e7ujvq,Sportys,ΔΩΡΟΕΠΙΤΑΓΗ 90 ΕΥΡΩ,http://www.sportys.gr/content/12535/%CF%83%CF%84%CE%B5%CE%AF%CE%BB%CF%84%CE%B5-%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-,http://www.sportys.gr/content/12535/%CF%83%CF%84%CE%B5%CE%AF%CE%BB%CF%84%CE%B5-%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,90,,Στείλτε Δωροεπιταγή|Sporty's,,EUR,,,0
REVIEW,cmtb6v4wo00403giy1xrcqmye,cmtb6v4rd003z3giylhtezhya,Stem Toys,Stem Toys Gift Card,https://stem-toys.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-50-e/,https://stem-toys.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-50-e/,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,50,Δωροεπιταγή 50 €|Home|Κατάστημα|STEM Toys|Stem Toys|Αρχική σελίδα|Εκπαιδευτική Ρομποτική|Υπόλοιπες Εταιρείες|StemToys,[object Object],,,,0
SUPPORTED_AS_IS,cmta1jijd00haq8iy0wkujph9,cmta1jidc00h9q8iy2obggbjm,Stickit,Stickit Δωροεπιταγή 10€ – 100€,https://www.stickit.gr/el/doroepitages/doroepitagi,https://www.stickit.gr/el/doroepitages/doroepitagi,DELIVERY_TYPE_UNRESOLVED,10|100,,Δωροεπιταγή 10 € - 100 €|stickit.gr|Αρχική|Δωροεπιταγές|stickit,[object Object]|[object Object],EUR,,,0
REVIEW,cmta1jkmg00hiq8iyeoo1j71v,cmta1jkec00hhq8iymr4c27mz,Strata Shop,Δωροκάρτα - strata-shop.gr,https://strata-shop.gr/product/dorokarta-40/,https://strata-shop.gr/product/dorokarta-40/,URL_DENOMINATION_ONLY|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,,40,ΔΩΡΟΚΑΡΤΑ 40 – Strata|ΔΩΡΟΚΑΡΤΑ 40|Αρχική σελίδα|Δωροκάρτα,,,,,0
REVIEW,cmta1fahw001tq8iy1xha6nv0,cmta1fac7001sq8iyd2v8yrai,Toys and Gifts,100 Χάρισε μια δωροκάρτα 100 ευρώ,https://www.toysandgifts.gr/,https://www.toysandgifts.gr/,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,100,,toysandgifts.gr – Παιδικά παιχνίδια και εποχιακά είδη|Newsletter|toysandgifts.gr,,EUR,,,0
REVIEW,cmta1gy2c007iq8iysz2lc12v,cmta1gxwr007hq8iydqyoi0d1,Toys Shop,Toys-shop Choice Egift Card 10 TSGC10,https://toys-shop.gr/,https://www.toys-shop.gr/el/,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,10,,Παιδικά Παιχνίδια για αγόρια και κορίτσια | Toys-shop.gr|Παιχνίδια για παιδιά και βρεφικά είδη|Toys-shop,,,,,0
REVIEW,cmta1jsr800ieq8iywfmnl4tl,cmta1jska00idq8iyoro6mc23,Turritella,Δωροκάρτα 50€ - Turritella,https://turritella.gr/giftcards/,https://turritella.gr/giftcards/,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,50,,Δωροκάρτες - Turritella|Δωροκάρτες|Home|Turritella.gr,,EUR,,,0
REVIEW,cmta1h0ab007sq8iyxev6cx5s,cmta1h047007rq8iyu0fz8xw6,Undergroundshop,GIFTCARD 10 EURO GIFTCARD_1,https://undergroundshop.gr/,https://www.undergroundshop.gr/el,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,10,,Underground,,EUR,,,0
REVIEW,cmtb77pqn0044dkiykqllgm6x,cmtb77pls0043dkiy7d0f0hyj,Vinoteca,Vinoteca Δωροκάρτα 100€,https://www.vinoteca.gr/gifts/gift-cards.html,https://www.vinoteca.gr/gifts/gift-cards.html,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,100,,Gift Cards - Gift Atelier|Gift Cards,,EUR,,,0
ERROR,cmta5nzvj002c54iyh4tnx9jy,cmta5nzqx002b54iyjbin14o4,WARAGOD,WARAGOD Gift Card,https://www.waragod.gr/en/products/gift-voucher-de-30,,PAGE_HTTP_404,,30,,,,,,0
REVIEW,cmta1k33j00jmq8iy7dosx0mg,cmta1k2vw00jlq8iy0gndm22x,Wine24shop,Gift Card 20 euro - Wine24shop,https://www.wine24shop.gr/dorokarta-100-euro.el.aspx,https://www.wine24shop.gr/dorokarta-100-euro.el.aspx,TITLE_URL_AMOUNT_CONFLICT|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,20,100,Δωροκάρτα αξίας 100 ευρώ|Wine24Shop|Αρχική|Δώρα|Δωροκάρτες,[object Object],EUR,,,0
REVIEW,cmta1lg2500p6q8iyyuuzs7jr,cmta1lfvh00p5q8iygw2r78qv,Woodyline,Woodyline Δωροκάρτα 200€,https://www.woodyline.gr/category/238/dwrokartes.html,https://www.woodyline.gr/category/238/dwrokartes.html,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_URL_AMOUNT_CONFLICT|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,200,238,ΔΩΡΟΚΑΡΤΕΣ,,EUR,,,0
REVIEW,cmta1jyv900j4q8iyp2i9pyz5,cmta1jyov00j3q8iy67j6xwig,Yellowstars,YellowStars Δωροκάρτα 20€,https://yellowstars.gr/category/dorokarta,https://yellowstars.gr/category/dorokarta,TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|DELIVERY_TYPE_UNRESOLVED,20,,Δωροκάρτα - Yellow Stars|Yellow Stars,,EUR,,,0
REVIEW,cmta1o01w00z2q8iyrp45us19,cmta1nzvg00z1q8iylezj7e09,Yourdigitalcourses,ΔΩΡΟΚΑΡΤΑ 50,https://yourdigitalcourses.gr/product/dorokarta-200e/,https://yourdigitalcourses.gr/product/dorokarta-200e/,PAGE_IDENTITY_NOT_GIFT_CARD|TITLE_URL_AMOUNT_CONFLICT|TITLE_AMOUNT_NOT_CONFIRMED_ON_PAGE|CURRENCY_UNRESOLVED|DELIVERY_TYPE_UNRESOLVED,50,200,ΔΩΡΟΚΑΡΤΑ 200€ | DigiCourses | Online Learning|ΔΩΡΟΚΑΡΤΑ 200€|Αρχική|Κατάστημα|DigiCourses | Online Learning,[object Object],,,,0
