status,merchantId,merchantName,merchantSlug,websiteUrl,finalWebsiteUrl,reasonCodes,candidateSource,candidateScore,candidateUrl,evidence,sha256,width,height,bytes
SAFE,cmtb6uygv00313giyphdd4xl4,Nativis,nativis,https://nativis.gr,https://nativis.gr/,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET|OPERATOR_VISUALLY_APPROVED_FILENAME_RISK|IMAGE_VALIDATED,HEADER_IMAGE,263,https://nativis.gr/wp-content/uploads/2024/10/nativis-favicon.avif,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET_WITH_VISUAL_FILENAME_OVERRIDE,0efef51c2ad5d1ba3cfb6d95e2999b5dbc866e9937faa28f78ed5e0c88ac29d4,512,512,9233
