kind,type,actionId,cardId,merchantId,merchantName,title,expected,value,officialUrl,issues,reason,evidence,structuredAmounts,relationCounts
REVIEW,REVIEW,,cmta1hjk40094q8iyvworgly4,cmta1hjcj0093q8iybfcm521f,Beauty Case,Gift Card - 40€ - Beauty Case,,,https://www.beauty-case.gr/product-category/giftcard/,TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmta1hkhz0098q8iyjadmmr3n,cmta1hkcg0097q8iyw3ydcbip,Beautylink,Gift Card Αξίας 50 Ευρώ,,,https://beautylink.gr/,TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmta1hlab009cq8iyuzff3nxc,cmta1hl4z009bq8iydvy08yy9,Beautyprincess,Gift Card 50€ | BeautyPrincess – Δώρο Ομορφιάς,,,https://beautyprincess.gr/gifts/gift-cards,TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmta1hm2i009gq8iy3vf9bzhy,cmta1hlx2009fq8iy6fwfj2v1,Bestpharmacy,Δωροκάρτα 50,,,https://bestpharmacy.gr/,TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmtb6ui6j000n3giy2kh8ox6c,cmtb6ui1t000m3giy66028e8c,Black Lotus Massage,Black Lotus Massage Δωροκάρτα 30 Ευρώ,,,https://blacklotusmassage.gr/product/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-40-%CE%B5%CF%85%CF%81%CF%8E/,TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmta1fjhs002nq8iyk0isu1fk,cmta1fjbc002mq8iyuv5gz856,Bonsai Home,ΔΩΡΟΚΑΡΤΑ ΤΩΝ 10,,,https://bonsaihome.gr/product/%ce%b4%cf%89%cf%81%ce%bf%ce%ba%ce%b1%cf%81%cf%84%ce%b1-%cf%84%cf%89%ce%bd-10e/,DENOMINATION_SPECIFIC_URL|TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values. URL gift-card segment contains an explicit currency amount (10). URL remains unchanged until its parent is independently validated.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmta4ybyz000lsciyi05bqwwl,cmta4ybsv000ksciy2wk84kj0,Candlejuice,Δωροκάρτα CandleJuice Gift Card 100€,,,https://candlejuice.gr/product/dorokarta-candlejuice-gift-card-100e/,DENOMINATION_SPECIFIC_URL|TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values. URL gift-card segment contains an explicit currency amount (100). URL remains unchanged until its parent is independently validated.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmta1hs0500a4q8iy6cmwyvew,cmta1hru700a3q8iy6vn9whln,Cavallo,Cavallo e-gift card - Δωροκάρτα Αξίας 20€,,,https://www.cavallo.gr/product/gift-card-100e/,DENOMINATION_SPECIFIC_URL|TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values. URL gift-card segment contains an explicit currency amount (100). URL remains unchanged until its parent is independently validated.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmta1kk4900lkq8iyorzj05jc,cmta1kjxb00ljq8iyqyzzmihw,Celesteshop,Gift Card 50,,,https://celesteshop.gr/c/dwrokarta/,TITLE_AMOUNT_NOT_STRUCTURED,Amount-bearing title was not rewritten because at least one denomination is missing from variants/values.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
REVIEW,REVIEW,,cmtb7r23t0004u8iyh8gmkixy,cmtb77ti7004mdkiyn5wn9fgi,Chania Culture,Chania Culture Gift Card,,,https://shop.chania-culture.gr/product-category/psifiaka/dorokarta/,POSSIBLE_DUPLICATE_PROGRAM,Merchant has 2 cards; no merge/archive action is planned without a relation-aware keeper decision.,,,"{""variants"":0,""categories"":0,""occasions"":0,""sources"":0,""mediaAssets"":0,""clicks"":0,""verificationEvents"":0,""reviewFlags"":0,""productionVerificationSnapshots"":0}"
