status,merchantId,merchantName,merchantSlug,websiteUrl,finalWebsiteUrl,reasonCodes,candidateSource,candidateScore,candidateUrl,evidence,sha256,width,height,bytes
SAFE,cmta1mogm00tvq8iye33nmifv,Carlamco,carlamco,https://carlamco.gr,https://carlamco.gr/,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET|OPERATOR_VISUALLY_APPROVED_FILENAME_RISK|IMAGE_VALIDATED,HEADER_IMAGE,154,https://www.carlamco.gr/image/cache/catalog/Carlamco_logo_white_new_1-366x90.png,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET_WITH_VISUAL_FILENAME_OVERRIDE,ab329c8b504d1e39cddcbf8b81248a7f262ffbb47d21f151d5adab48b3e21302,366,90,19364
SAFE,cmta1hru700a3q8iy6vn9whln,Cavallo,cavallo,https://cavallo.gr,https://cavallo.gr/,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET|OPERATOR_VISUALLY_APPROVED_FILENAME_RISK|IMAGE_VALIDATED,HEADER_IMAGE,138,https://www.cavallo.gr/wp-content/uploads/2019/08/logocavallo_2018_white-compressor.jpg,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET_WITH_VISUAL_FILENAME_OVERRIDE,97ee2452401c44eb14ba68c386a465fd8fa755ca309d9301e93408a06b08b4f8,511,96,8282
SAFE,cmtb6upj2001p3giy68izspkm,Gelia Jewelry & Creations,gelia-jewelry-and-creations,https://geliajewelry.gr,https://geliajewelry.gr/,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET|OPERATOR_VISUALLY_APPROVED_FILENAME_RISK|IMAGE_VALIDATED,HEADER_IMAGE,154,https://geliajewelry.gr/cdn/shop/files/Black_White_Minimalist_Calligraphy_Flourish_Designer_Logo_27b877fb-44a4-4f6b-ac11-d3dd14be3216.png?v=1702925296&width=600,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET_WITH_VISUAL_FILENAME_OVERRIDE,5ca98348ddaed25b3210711c7b2e2e1fa35fe12b180b48beaf4c72307be8cb05,600,212,23448
SAFE,cmta1imn100dbq8iyn4nhj89a,Kikoo,kikoo,https://kikoo.gr,https://kikoo.gr/,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET|OPERATOR_VISUALLY_APPROVED_FILENAME_RISK|IMAGE_VALIDATED,HEADER_IMAGE,114,https://kikoo.gr/image/cache/catalog/Banners/kikoo_LOGO-300x155.png,OPERATOR_CURATED_FROM_RENDERED_OFFICIAL_PAGE_ASSET_WITH_VISUAL_FILENAME_OVERRIDE,80f07db3eb3f6b2d35ffcebcd5da19dd3a3c12ddfa9af1647a5898d5bd973b3e,300,155,19899
