domain,merchantName,title,possibleOfficialUrl,score,occurrences,reason,action
gbcornergifts.com,Athens,Gift Vouchers Athens,https://www.gbcornergifts.com/gift-vouchers,95,6,manual_verification_required,
gifting.groupbanyan.com,Angsana Corfu Extra Value e,Angsana Corfu Extra Value e-Gift Card,https://gifting.groupbanyan.com/angsana-corfu/angsana-corfu-extra-value-e-gift-card-042269,95,5,manual_verification_required,
dmasalonconcept.glossgenius.com,DM at Athens Beauty Collective,Gift Cards - DM at Athens Beauty Collective,https://dmasalonconcept.glossgenius.com/shop/gift-cards,90,2,manual_verification_required,
santorinijewelry.shop,Santorinijewelry,GIFT CARD,https://www.santorinijewelry.shop/products/gift-card,80,1,manual_verification_required,
santorinizenspa.travelotopos.com,Surprise a friend with a Gift Card - Santorini Zen Spa,Surprise a friend with a Gift Card - Santorini Zen Spa,https://santorinizenspa.travelotopos.com/gift-vouchers,75,1,manual_verification_required,
pureandcure.com,Minos Palace Resort Crete,Minos Palace Resort Crete | FREE €50 Spa Gift Voucher,https://pureandcure.com/hotel/485/minos-palace-resort,65,3,manual_verification_required,
roomcard.com,for Grand Hyatt Athens,Gift Card for Grand Hyatt Athens,https://roomcard.com/hotel/grand-hyatt-athens/30458802,65,8,manual_verification_required,
