bucket,reason,merchantName,expectedTitle,expectedOfficialUrl,finalUrl,httpStatus,pageTitle,h1,semanticUrl,semanticTitle,semanticH1,semanticBody,visiblePurchaseSignal,structuredCommerceSignal,expectedAmount,expectedAmountFound,badRole
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Fotiadou Shop","Προσφορές: Δωροκάρτα","https://fotiadou-shop.gr/offers/gift-card.html","https://fotiadou-shop.gr/offers/gift-card.html","200","Προσφορές: Δωροκάρτα","","true","true","false","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Freerider","Δωροεπιταγή - Δωροεπιταγές","https://freerider.gr/ekdosi-doroepitagis/","https://freerider.gr/ekdosi-doroepitagis/","200","Δωροεπιταγές","Αγορά δωροεπιταγής","false","true","true","true","true","false","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Gatos Shoes","Gatos Shoes Gift Card","https://gatos-shoes.gr/product-category/doro-kartes/","https://gatos-shoes.gr/product-category/doro-kartes/","200","Δωροκάρτες - Παπουτσωμένος Γάτος Χανιά","Δωροκάρτες","false","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Gmca","Gmca Gift Card","https://www.gmca.gr/products/gift-card","https://www.gmca.gr/products/gift-card","200","Δωροκάρτα &ndash; GMCA LTD","Δωροκάρτα","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Gotshirts","Gotshirts Gift Card","https://www.gotshirts.gr/products/gift-card","https://www.gotshirts.gr/products/gift-card","200","Δωροκάρτα &ndash; GOTShirts","Δωροκάρτα","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Gymbeam","Δωροκάρτα - GymBeam","https://gymbeam.gr/gift-card-1.html","https://gymbeam.gr/gift-card-1.html","200","Δωροεπιταγή | GymBeam.gr","Δωροεπιταγή","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Habitatgreece","Gift cards","https://habitatgreece.gr/product-category/wps_wgm_giftcard/","https://habitatgreece.gr/product-category/wps_wgm_giftcard/","200","Δωροκάρτα - Habitat Greece","Δωροκάρτα","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Harmonybeauty","Δωροκάρτα - Harmony & Beauty","https://www.harmonybeauty.gr/ypiresies/dorokarta-c-43.html","https://www.harmonybeauty.gr/ypiresies/dorokarta-c-43.html","200","Δωροκάρτα","Δωροκάρτα","true","true","true","true","true","false","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Hellenicorchids","ΔΩΡΟΚΑΡΤΑ • Ελληνικές Ορχιδέες","https://www.hellenicorchids.gr/orchids/dorokarta/","https://www.hellenicorchids.gr/orchids/dorokarta/","200","ΔΩΡΟΚΑΡΤΑ &bull; Ελληνικές Ορχιδέες","ΔΩΡΟΚΑΡΤΑ","true","true","true","true","true","true","","false","false"
"AUTO_SAFE","HTTP_OK_SAME_DOMAIN_STRONG_GIFT_CARD_SEMANTICS_AND_COMMERCE_EVIDENCE","Hercshop","Δωροκάρτα - Herc Shop","https://hercshop.gr/gift-cards/","https://hercshop.gr/gift-cards/","200","Blog - Herc Shop","Blog","true","false","false","true","true","true","","false","false"
