type,confidence,left_id,left_name,left_domain,right_id,right_name,right_domain,reason
DISCOVERY_VS_PRODUCTION,100,cmt8ha6rd001syoiyqjx185j3,Moustakas Toys,moustakastoys.gr,cmt8l5yjh000w5giy3fa6qvqk,Moustakas Toys,moustakastoys.gr,Exact domain already exists in production
DISCOVERY_EXACT_DOMAIN,100,cmt8pnzrg001nzsiyyv27235j,Newmom,newmom.gr,cmt8po46n002wzsiy73ts4zq9,Newmom,newmom.gr,Same normalized domain in DiscoveryItems
DISCOVERY_EXACT_DOMAIN,100,cmt8pnzrg001nzsiyyv27235j,Newmom,newmom.gr,cmt8po8870041zsiyeiw92lqx,Newmom,newmom.gr,Same normalized domain in DiscoveryItems
DISCOVERY_EXACT_DOMAIN,100,cmt8pnzrg001nzsiyyv27235j,Newmom,newmom.gr,cmt8poba5004vzsiyo7w74mvx,Newmom,newmom.gr,Same normalized domain in DiscoveryItems
DISCOVERY_EXACT_DOMAIN,100,cmt8pnzrg001nzsiyyv27235j,Newmom,newmom.gr,cmt8podds005gzsiyhu688f9o,Newmom,newmom.gr,Same normalized domain in DiscoveryItems
DISCOVERY_EXACT_DOMAIN,100,cmt8pnzrg001nzsiyyv27235j,Newmom,newmom.gr,cmt8poew5005wzsiynxu3neec,Newmom,newmom.gr,Same normalized domain in DiscoveryItems
DISCOVERY_EXACT_DOMAIN,100,cmt8pnxi80010zsiygtq4vcrp,Niceyou,niceyou.gr,cmt8po21v002azsiyp9htiw2r,Niceyou,niceyou.gr,Same normalized domain in DiscoveryItems
DISCOVERY_EXACT_DOMAIN,100,cmt8pnxi80010zsiygtq4vcrp,Niceyou,niceyou.gr,cmt8po6cr003izsiyzeomeylm,Niceyou,niceyou.gr,Same normalized domain in DiscoveryItems
DISCOVERY_EXACT_DOMAIN,100,cmt8pnxi80010zsiygtq4vcrp,Niceyou,niceyou.gr,cmt8poa1f004jzsiy4a5asbc0,Niceyou,niceyou.gr,Same normalized domain in DiscoveryItems
DISCOVERY_EXACT_DOMAIN,100,cmt8pnzng001mzsiycg4vdrvh,Niyamas-Yoga,niyamas-yoga.com,cmt8po43d002vzsiybp3r1yo1,Niyamas-Yoga,niyamas-yoga.com,Same normalized domain in DiscoveryItems
