score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason
100,giftcards.bidali.com,"Buy Plaisio.gr GR Gift Card with USDC, USDT, SOL ...",https://giftcards.bidali.com/brands/greece/plaisio-gr-gr,"Buy Plaisio.gr GR Gift Card with USDC, USDT, SOL ...","Plaisio is the biggest Greek retail chain in IT, PC, electronics market and office supplies for 50 years. The Plaisio gift voucher e-code can be used in all ...","""electronics"" ""gift voucher"" Greece",1,data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,known_false_positive_or_reseller
100,giftcards.co.uk,Buy All in One Choice Gift Card,https://www.giftcards.co.uk/gift-cards/all-in-one-gift-card/,Buy All in One Choice Gift Card,To use the All-in-one Choice Gift Card go to giftcards.co.uk/check-your-balance and enter the 19-digit code that you can find on the back of the ...,"""UK"" retail ""gift card"" official",3,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,unsafe_subdomain
100,giftcards.ie,Giftcards.ie your #1 in Ireland for Gift Cards,https://www.giftcards.ie/,Giftcards.ie your #1 in Ireland for Gift Cards,Ireland's leading Gift Card retailer ✓ 100+ top brands available ✓ Digital & physical delivery options ✓ Perfect for any occasion ✓ Shop Gift Cards ...,"""Ireland"" retail ""gift card"" official",2,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,unsafe_subdomain
100,giftcards.therealgreek.com,The Real Greek,https://giftcards.therealgreek.com/,The Real Greek - Gift Cards,Give the taste of Greece. Treat someone special to an authentic Greek dining experience with our gift card - perfect for any occasion! E-gift voucher.,"""experience"" ""gift voucher"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,unsafe_subdomain
100,giftronaut.com,Gift Card That Works Both in the US and Greece,https://www.giftronaut.com/blog/gift-card-that-works-both-in-the-us-and-greece,Gift Card That Works Both in the US and Greece,RentacarGift eGift Card; Cosmos Sport Gift Card; Attica Gift Card; Plaisio.gr e-Gift Card; Global Experiences Gift Card; eLearnGift eGift Card; Evertreen Gift ...,"""e-gift card"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REJECT,third_party_plaisio_gift_card
100,giiresearch.com,Europe Gift Card And Incentive Card - Market Share ...,https://www.giiresearch.com/report/moi2116635-europe-gift-card-incentive-card-market-share.html,Europe Gift Card And Incentive Card - Market Share ...,"Europe Gift Card And Incentive Card - Market Share Analysis, Industry Trends & Statistics, Growth Forecasts (2026 - 2031). PUBLISHED: August ...","""Europe"" retail ""gift card"" official",1,data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,non_merchant_signal
80,ladylike.gr,Anytime Home Economic= €30 Δωροκάρτα IKEA + έως και €100 ...,https://www.ladylike.gr/publi/anytime-home-economic-30-dwrokarta-ikea-ews-kai-100-xamhlotera-asfalistra-to-xrono/,Anytime Home Economic= €30 Δωροκάρτα IKEA + έως και €100 ...,Anytime Home Economic= €30 Δωροκάρτα IKEA + έως και €100 χαμηλότερα ασφάλιστρα το χρόνο! ... Chic by the Sea: This Season's Swimwear Trends · ΕΠΙΚΑΙΡΟΤΗΤΑ.,"site:.gr ""swimwear"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_ikea_gift_card
100,loyaltymagazine.com,Portugal malls embrace gift cards,https://www.loyaltymagazine.com/portugal-malls-embrace-gift-cards/,Portugal malls embrace gift cards,The MMM Gift Card is a MasterCard prepaid Gift Card that ... In Portugal the group manages a portfolio of 14 shopping centres and ...,"""Portugal"" retail ""gift card"" official",3,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,non_merchant_signal
100,mtcgame.com,Buy Google Play Gift Card Poland Store,https://www.mtcgame.com/google-play/gift-card-poland?srsltid=AfmBOorqcdLrE2DXkyXs44I7Ud1DEvdGAVjRjkDGjh0Q44F25WW2hlKb,Buy Google Play Gift Card Poland Store,The Google Play Gift Card Poland Store Gift Card code will be sent to your email address after purchase. Quantity. Total Price. Poland.,"""Poland"" retail ""gift card"" official",3,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_googleplay_gift_card
100,mygiftcardsupply.com,Buy IKEA Gift Cards Online | Multiple Country Options,https://www.mygiftcardsupply.com/ikea-gift-card/?srsltid=AfmBOorgxHFUv-Efnb8AbpOPbwsCGqPEKHr4420kun9eiowQnvCpuh6C,Buy IKEA Gift Cards Online | Multiple Country Options,"Shop for furniture, decor, storage, and home essentials with the IKEA gift card version that matches your country, plus fast digital delivery and secure ...","""decor"" ""gift card"" Greece",2,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_ikea_gift_card
80,newsbeast.gr,Επιστήμονες αποθήκευσαν στο DNA μια δωροκάρτα και μια ταινία,https://www.newsbeast.gr/technology/news/arthro/2601421/epistimones-apothikefsan-sto-dna-mia-dorokarta-ke-mia-tenia,Επιστήμονες αποθήκευσαν στο DNA μια δωροκάρτα και μια ταινία,"Επιστήμονες αποθήκευσαν στο DNA μια δωροκάρτα και μια ταινία. Το μόριο της ... δωροκάρτα Amazon αξίας 50 δολαρίων, έναν ιό υπολογιστή, μία πλάκα Pioneer ...","site:.gr ""technology"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_amazon_gift_card
100,payclarus.com,IKEA,https://payclarus.com/en/gift-cards/greece/ikea,IKEA — gift card: Greece,"A gift card pays for almost the entire range: cabinet and upholstered furniture, kitchens and appliances, mattresses, lighting, tableware, textiles, storage ...","""furniture"" ""gift card"" Greece",1,data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_ikea_gift_card
100,play-asia.com,Google Play EUR 80 Gift Card | Italy Account digital,https://www.play-asia.com/en/google-play-eur-80--gift-card-italy-account/13/70jhen?srsltid=AfmBOoqsnud9UrpBg9wwWPTHhE2BlxkwNrm_5LvqZ7JacACIqeMbh4KO,Google Play EUR 80 Gift Card | Italy Account digital,Google Play EUR 80 Gift Card | Italy Account digital * Delivers instanly online in your account or by E-Mail. Official Google Play Gift CardStore Value:...,"""Italy"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REJECT,third_party_googleplay_gift_card
100,printzoo.uk,A6 Gift Voucher Printing UK | 350gsm Vouchers,https://www.printzoo.uk/products/a6-gift-voucher?srsltid,A6 Gift Voucher Printing UK | 350gsm Vouchers,"Offer customers a professional, branded way to purchase gifts, experiences and store credit with custom A6 gift voucher printing.","""printing"" ""gift voucher"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,non_merchant_signal
100,researchandmarkets.com,Greece Gift Card and Incentive Card Market Intelligence ...,https://www.researchandmarkets.com/reports/4751524/greece-gift-card-and-incentive-card-market?srsltid=AfmBOopxzhwHarVgotRZ8DTN0w-enQexi3ots2GYQndmRAdOBW3nr0CZ,Greece Gift Card and Incentive Card Market Intelligence ...,"Figure 36: Greece Supermarket, Hypermarket, Convenience Store - Total Gift ... Greece Gift Card Business and Investment Opportunities Databook - 90+ KPIs on Gift ...","""supermarket"" ""gift card"" Greece",2,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,non_merchant_signal
100,ricki.app,Top 10 Most Popular Gift Card Types in Germany 2026 - Ricki,https://www.ricki.app/blog/popular-gift-card-types-in-germany,Top 10 Most Popular Gift Card Types in Germany 2026 - Ricki,Top 10 Most Popular Gift Card Types in Germany 2026 · 1. Amazon Gift Cards · 2. Google Play Gift Cards · 3. Apple App Store & iTunes Gift Cards · 4. Steam Gift ...,"""Germany"" retail ""gift card"" official",2,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_steam_gift_card
100,rumpf.net,"Gift voucher 15,00 Euro",https://rumpf.net/en/gift-voucher-15-00-euro-G-15,"Gift voucher 15,00 Euro","Dance Sports Clothing, Shoes & Accessories order here ✓ Coupon □ Super TIP ... Gift voucher 15,00 Euro. Product number: G-15. €15.00. Prices incl. VAT ...","""shoes"" ""gift voucher"" Greece",2,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,non_merchant_signal
80,salzburgadventures.com,GIft vouchers for activites in Salzburg,https://www.salzburgadventures.com/en/vouchers,GIft vouchers for activites in Salzburg,"... Austria"". Give away experiences that will be remembered! Configure voucher. gift voucher. Gift voucher for a selected offer. Prepaid Value Coupon. Valid for our ...","""Austria"" travel ""gift voucher"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,non_merchant_signal
85,scrapsnpieces.gr,Δωροεπιταγή 20 Ευρώ,https://scrapsnpieces.gr/%CE%B4%CF%89%CF%81%CE%BF%CE%B5%CF%80%CE%B9%CF%84%CE%B1%CE%B3%CE%AE-20?srsltid=AfmBOoqyp4hMp4Iupb5DBia2mlB3e-8mmCDkytinj9xkVNpTxQG3uf8C,Δωροεπιταγή 20 Ευρώ,"Δωροεπιταγή 20 Ευρώ ... Κάντε ένα δώρο αξίας 20 ευρώ στους φίλους σας για να αγοράσουν ότι τους αρέσει, και στείλτε το κατ' ευθείαν στο email τους. Δες και αυτά.","site:.gr ""δωροεπιταγή""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_playstation_gift_card
100,scribd.com,Gift Cards Available in Sweden | PDF | Swedish Krona,https://www.scribd.com/document/935720761/Did-Sweden-Have-a-Gift-Card-Google-Search,Gift Cards Available in Sweden | PDF | Swedish Krona,In Sweden Gift Cards With High Rates · 1. iTunes or Apple Gift Card · 2. Amazon … Card · 3. Åhléns Gift Card · 4. Top 5 Types Of Gi! Cards ...,"""Sweden"" retail ""gift card"" official",3,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_amazon_gift_card
100,sephora.co.uk,Gift Cards | www.sephora.co.uk,https://www.sephora.co.uk/p/gift-cards?srsltid=AfmBOooqYHYQhkeNUYGzo11kFqNl02haTJO1nweM5iIUxWJJdALXpKw0,Gift Cards | www.sephora.co.uk,"www.sephora.co.uk - The Destination For Beauty. Cancel. Popular searches ... Can I buy a gift card with a discount?No, promotions or discounts are not ...","""UK"" beauty ""gift card"" official",3,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_sephora_gift_card
80,sonycenters.gr,Sony PlayStation Δωροκάρτα €25 - PS Plus,https://sonycenters.gr/playstation/propliromenes-kartes-ps-plus/syndromes-ps-plus/sony-playstation-dorokarta-25/?srsltid=AfmBOorJ7Zutj9JyqxEsBACi6v2XKiTOWpYOAubFhgJWO4avSE_fY0ND,Sony PlayStation Δωροκάρτα €25 - PS Plus,Home Cinema projectors · Laser projectors · Αξεσουάρ - Βάσεις · Ήχος. Ακουστικά ... Sony PlayStation Δωροκάρτα €25. Αρχική / PlayStation / Προπληρωμένες Κάρτες ...,"site:.gr ""cinema"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_playstation_gift_card
100,taxheaven.gr,gift card,https://www.taxheaven.gr/forum/topics/596/gift-card-doroepitaghes,gift card-δωροεπιταγές,"gift card-δωροεπιταγές. M. masimakopoulos_dtas. 18 ερωτήσεις έχουν τεθεί. 6 απαντήσεις έχουν δοθεί. Τέθηκε στις Jul 24, 2024, 3:39 PM 142 views. Δεν μπορείτε να ...","site:.gr ""δωροεπιταγές""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REJECT,known_false_positive_or_reseller
100,teamsports.com,Gift voucher 20 Euro for printing at home,https://www.teamsports.com/presents/gift-voucher-20-euro-for-printing-at-home/a-2642,Gift voucher 20 Euro for printing at home,"You will receive an attractive gift voucher in PDF format for printing. On the voucher is a coupon code that the ""gifted"" then can easily redeem when shopping ...","""printing"" ""gift voucher"" Greece",2,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,non_merchant_signal
100,usenosh.com,Top 10 Most Popular Types Of Gift Cards in Spain - Nosh,https://usenosh.com/blog/gift-cards-spain,Top 10 Most Popular Types Of Gift Cards in Spain - Nosh,... Spain: Amazon Spain Gift Card; Decathlon Gift Card; iTunes Gift Card; El Corte Inglés Gift Card; Steam ES Gift Card; Carrefour Gift Card; Cepsa Gift Card; FNAC ...,"""Spain"" retail ""gift card"" official",1,data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_steam_gift_card
100,vidaplayer.com,Buy 40 EUR Gift Card (France) Amazon,https://www.vidaplayer.com/en/product/gift-card-amazon-france/40-eur-gift-card,Buy 40 EUR Gift Card (France) Amazon,With this gift card you get prepaid credit to spend in the world's largest online store. ... 20 EUR Gift Card (France). $23.28. Add to cart.,"""France"" retail ""gift card"" official",3,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_amazon_gift_card
80,zougla.gr,Ηλεκτρονική δωροκάρτα Skroutz: Μια ακόμη υπηρεσία του ...,https://www.zougla.gr/technology/world-of-tech/ilektroniki-dorokarta-skroutz-mia-akomi-ipiresia-tou-skroutz-marketplace-gia-ka8e-peristasi/,Ηλεκτρονική δωροκάρτα Skroutz: Μια ακόμη υπηρεσία του ...,"Ο χρήστης μπορεί να επιλέξει δωροκάρτα αξίας 20€, 50€, 100€ και 150€, και για την αποστολή της αρκεί απλά να γνωρίζει το email του παραλήπτη. Η ...","site:.gr ""technology"" ""δωροκάρτα""",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REJECT,third_party_skroutz_gift_card
