status,giftCardId,merchantName,giftCardTitle,categorySlug,occasionSlug,relevance,reason,ruleId
SAFE,cmt79iczq000184iyn0v8cypj,AEGEAN,AEGEAN Gift Card,travel,birthday,88,,semantic-category-v8:travel:birthday
SAFE,cmt79iczq000184iyn0v8cypj,AEGEAN,AEGEAN Gift Card,travel,anniversary,92,,semantic-category-v8:travel:anniversary
SAFE,cmt79iczq000184iyn0v8cypj,AEGEAN,AEGEAN Gift Card,travel,wedding,88,,semantic-category-v8:travel:wedding
SAFE,cmt79iczq000184iyn0v8cypj,AEGEAN,AEGEAN Gift Card,travel,christmas,82,,semantic-category-v8:travel:christmas
SAFE,cmt79idil000684iyx2gzjknp,attica,attica Gift Card,department-stores,birthday,92,,semantic-category-v8:department-stores:birthday
SAFE,cmt79idil000684iyx2gzjknp,attica,attica Gift Card,department-stores,christmas,92,,semantic-category-v8:department-stores:christmas
SAFE,cmt79idil000684iyx2gzjknp,attica,attica Gift Card,department-stores,wedding,82,,semantic-category-v8:department-stores:wedding
SAFE,cmt79idil000684iyx2gzjknp,attica,attica Gift Card,department-stores,just-because,82,,semantic-category-v8:department-stores:just-because
SAFE,cmt79ie3d000c84iy2ec5ea06,Cosmos Sport,Cosmos Sport Gift Card,sports,birthday,92,,semantic-category-v8:sports:birthday
SAFE,cmt79ie3d000c84iy2ec5ea06,Cosmos Sport,Cosmos Sport Gift Card,sports,christmas,86,,semantic-category-v8:sports:christmas
SAFE,cmt79ie3d000c84iy2ec5ea06,Cosmos Sport,Cosmos Sport Gift Card,sports,just-because,76,,semantic-category-v8:sports:just-because
SAFE,cmt79iemt000i84iyx81scabo,e-tennis,e-tennis Gift Card,sports,birthday,92,,semantic-category-v8:sports:birthday
SAFE,cmt79iemt000i84iyx81scabo,e-tennis,e-tennis Gift Card,sports,christmas,86,,semantic-category-v8:sports:christmas
SAFE,cmt79iemt000i84iyx81scabo,e-tennis,e-tennis Gift Card,sports,just-because,76,,semantic-category-v8:sports:just-because
SAFE,cmt79if7j000o84iymh0hdqkh,IKEA,IKEA Gift Card,home,wedding,88,,semantic-category-v8:home:wedding
SAFE,cmt79if7j000o84iymh0hdqkh,IKEA,IKEA Gift Card,home,christmas,84,,semantic-category-v8:home:christmas
SAFE,cmt79if7j000o84iymh0hdqkh,IKEA,IKEA Gift Card,home,just-because,76,,semantic-category-v8:home:just-because
SAFE,cmt79ifs3000u84iyqg85vql2,Kulina,Kulina Gift Card,home,wedding,88,,semantic-category-v8:home:wedding
SAFE,cmt79ifs3000u84iyqg85vql2,Kulina,Kulina Gift Card,home,christmas,84,,semantic-category-v8:home:christmas
SAFE,cmt79ifs3000u84iyqg85vql2,Kulina,Kulina Gift Card,home,just-because,76,,semantic-category-v8:home:just-because
SAFE,cmt79ihfq001c84iymmqcvnee,Plaisio,Plaisio Gift Card,technology,birthday,92,,semantic-category-v8:technology:birthday
SAFE,cmt79ihfq001c84iymmqcvnee,Plaisio,Plaisio Gift Card,technology,christmas,90,,semantic-category-v8:technology:christmas
SAFE,cmt79ihfq001c84iymmqcvnee,Plaisio,Plaisio Gift Card,technology,just-because,76,,semantic-category-v8:technology:just-because
SAFE,cmt79iijr001o84iy0hpx0a15,Rundome,Rundome Gift Card,sports,birthday,92,,semantic-category-v8:sports:birthday
SAFE,cmt79iijr001o84iy0hpx0a15,Rundome,Rundome Gift Card,sports,christmas,86,,semantic-category-v8:sports:christmas
SAFE,cmt79iijr001o84iy0hpx0a15,Rundome,Rundome Gift Card,sports,just-because,76,,semantic-category-v8:sports:just-because
SAFE,cmt79ij3n001u84iydsqgy4zg,SKY express,SKY express Gift Card,travel,birthday,88,,semantic-category-v8:travel:birthday
SAFE,cmt79ij3n001u84iydsqgy4zg,SKY express,SKY express Gift Card,travel,anniversary,92,,semantic-category-v8:travel:anniversary
SAFE,cmt79ij3n001u84iydsqgy4zg,SKY express,SKY express Gift Card,travel,wedding,88,,semantic-category-v8:travel:wedding
SAFE,cmt79ij3n001u84iydsqgy4zg,SKY express,SKY express Gift Card,travel,christmas,82,,semantic-category-v8:travel:christmas
SAFE,cmt79ijk9001z84iy6v65mv8a,Sneaker10,Sneaker10 Gift Card,fashion,birthday,92,,semantic-category-v8:fashion:birthday
SAFE,cmt79ijk9001z84iy6v65mv8a,Sneaker10,Sneaker10 Gift Card,fashion,christmas,86,,semantic-category-v8:fashion:christmas
SAFE,cmt79ijk9001z84iy6v65mv8a,Sneaker10,Sneaker10 Gift Card,fashion,just-because,78,,semantic-category-v8:fashion:just-because
SAFE,cmt79ik4f002584iy9hrxrei5,The Body Shop,The Body Shop Gift Card,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmt79ik4f002584iy9hrxrei5,The Body Shop,The Body Shop Gift Card,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmt79ik4f002584iy9hrxrei5,The Body Shop,The Body Shop Gift Card,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmt79ik4f002584iy9hrxrei5,The Body Shop,The Body Shop Gift Card,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmt79ikn9002b84iyczxru5q9,Wolt,Wolt Gift Card,food-delivery,birthday,84,,semantic-category-v8:food-delivery:birthday
SAFE,cmt79ikn9002b84iyczxru5q9,Wolt,Wolt Gift Card,food-delivery,thank-you,84,,semantic-category-v8:food-delivery:thank-you
SAFE,cmt79ikn9002b84iyczxru5q9,Wolt,Wolt Gift Card,food-delivery,just-because,82,,semantic-category-v8:food-delivery:just-because
SAFE,cmt8faymv00016kiy6rdzpw06,Germanos,Germanos Gift Card,technology,birthday,92,,semantic-category-v8:technology:birthday
SAFE,cmt8faymv00016kiy6rdzpw06,Germanos,Germanos Gift Card,technology,christmas,90,,semantic-category-v8:technology:christmas
SAFE,cmt8faymv00016kiy6rdzpw06,Germanos,Germanos Gift Card,technology,just-because,76,,semantic-category-v8:technology:just-because
SAFE,cmt8fazf100066kiy672xmmic,HomeMarkt,HomeMarkt Gift Card,home,wedding,88,,semantic-category-v8:home:wedding
SAFE,cmt8fazf100066kiy672xmmic,HomeMarkt,HomeMarkt Gift Card,home,christmas,84,,semantic-category-v8:home:christmas
SAFE,cmt8fazf100066kiy672xmmic,HomeMarkt,HomeMarkt Gift Card,home,just-because,76,,semantic-category-v8:home:just-because
SAFE,cmt8fb02t000b6kiy7s4kft0t,Hondos Center,Hondos Center Gift Card,department-stores,birthday,92,,semantic-category-v8:department-stores:birthday
SAFE,cmt8fb02t000b6kiy7s4kft0t,Hondos Center,Hondos Center Gift Card,department-stores,christmas,92,,semantic-category-v8:department-stores:christmas
SAFE,cmt8fb02t000b6kiy7s4kft0t,Hondos Center,Hondos Center Gift Card,department-stores,wedding,82,,semantic-category-v8:department-stores:wedding
SAFE,cmt8fb02t000b6kiy7s4kft0t,Hondos Center,Hondos Center Gift Card,department-stores,just-because,82,,semantic-category-v8:department-stores:just-because
SAFE,cmt8fb1x1000f6kiy1hr4woch,Notino,Notino Gift Card,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmt8fb1x1000f6kiy1hr4woch,Notino,Notino Gift Card,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmt8fb1x1000f6kiy1hr4woch,Notino,Notino Gift Card,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmt8fb1x1000f6kiy1hr4woch,Notino,Notino Gift Card,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmt8fb3si000k6kiyq13oidum,Public,Public Gift Card,department-stores,birthday,92,,semantic-category-v8:department-stores:birthday
SAFE,cmt8fb3si000k6kiyq13oidum,Public,Public Gift Card,department-stores,christmas,92,,semantic-category-v8:department-stores:christmas
SAFE,cmt8fb3si000k6kiyq13oidum,Public,Public Gift Card,department-stores,wedding,82,,semantic-category-v8:department-stores:wedding
SAFE,cmt8fb3si000k6kiyq13oidum,Public,Public Gift Card,department-stores,just-because,82,,semantic-category-v8:department-stores:just-because
SAFE,cmt8fb4wa000p6kiyo7ctc0p1,Sephora,Sephora Gift Card,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmt8fb4wa000p6kiyo7ctc0p1,Sephora,Sephora Gift Card,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmt8fb4wa000p6kiyo7ctc0p1,Sephora,Sephora Gift Card,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmt8fb4wa000p6kiyo7ctc0p1,Sephora,Sephora Gift Card,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmt8gzro7000114iywjzh5sfg,JD Sports Greece,JD Sports Greece Gift Card,sports,birthday,92,,semantic-category-v8:sports:birthday
SAFE,cmt8gzro7000114iywjzh5sfg,JD Sports Greece,JD Sports Greece Gift Card,sports,christmas,86,,semantic-category-v8:sports:christmas
SAFE,cmt8gzro7000114iywjzh5sfg,JD Sports Greece,JD Sports Greece Gift Card,sports,just-because,76,,semantic-category-v8:sports:just-because
SAFE,cmt8gzxc1000614iysxzaqmvz,Zakcret,Zakcret Gift Card,sports,birthday,92,,semantic-category-v8:sports:birthday
SAFE,cmt8gzxc1000614iysxzaqmvz,Zakcret,Zakcret Gift Card,sports,christmas,86,,semantic-category-v8:sports:christmas
SAFE,cmt8gzxc1000614iysxzaqmvz,Zakcret,Zakcret Gift Card,sports,just-because,76,,semantic-category-v8:sports:just-because
SAFE,cmt8helgp0001a8iy47hrjge7,Celestino,Celestino Gift Card,fashion,birthday,92,,semantic-category-v8:fashion:birthday
SAFE,cmt8helgp0001a8iy47hrjge7,Celestino,Celestino Gift Card,fashion,christmas,86,,semantic-category-v8:fashion:christmas
SAFE,cmt8helgp0001a8iy47hrjge7,Celestino,Celestino Gift Card,fashion,just-because,78,,semantic-category-v8:fashion:just-because
SAFE,cmt8henle000ba8iyo0c9qq77,Galerie de Beauté,Galerie de Beauté Gift Card,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmt8henle000ba8iyo0c9qq77,Galerie de Beauté,Galerie de Beauté Gift Card,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmt8henle000ba8iyo0c9qq77,Galerie de Beauté,Galerie de Beauté Gift Card,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmt8henle000ba8iyo0c9qq77,Galerie de Beauté,Galerie de Beauté Gift Card,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmt8hesz5000ga8iykmbj9m8y,Puma Greece,Puma Greece Gift Card,fashion,birthday,92,,semantic-category-v8:fashion:birthday
SAFE,cmt8hesz5000ga8iykmbj9m8y,Puma Greece,Puma Greece Gift Card,fashion,christmas,86,,semantic-category-v8:fashion:christmas
SAFE,cmt8hesz5000ga8iykmbj9m8y,Puma Greece,Puma Greece Gift Card,fashion,just-because,78,,semantic-category-v8:fashion:just-because
SAFE,cmt8hp8oi0001pgiybmxi7lqx,DPAM,DPAM Gift Card,kids-baby,birthday,94,,semantic-category-v8:kids-baby:birthday
SAFE,cmt8hp8oi0001pgiybmxi7lqx,DPAM,DPAM Gift Card,kids-baby,for-kids,96,,semantic-category-v8:kids-baby:for-kids
SAFE,cmt8hp8oi0001pgiybmxi7lqx,DPAM,DPAM Gift Card,kids-baby,christmas,90,,semantic-category-v8:kids-baby:christmas
SAFE,cmt8hpbs90006pgiynvd5ktbb,Ianos,Ianos Gift Card,books,birthday,90,,semantic-category-v8:books:birthday
SAFE,cmt8hpbs90006pgiynvd5ktbb,Ianos,Ianos Gift Card,books,christmas,90,,semantic-category-v8:books:christmas
SAFE,cmt8hpbs90006pgiynvd5ktbb,Ianos,Ianos Gift Card,books,thank-you,82,,semantic-category-v8:books:thank-you
SAFE,cmt8l5oxi00015giyiu55n5ry,Airbnb,Airbnb Gift Card,travel,birthday,88,,semantic-category-v8:travel:birthday
SAFE,cmt8l5oxi00015giyiu55n5ry,Airbnb,Airbnb Gift Card,travel,anniversary,92,,semantic-category-v8:travel:anniversary
SAFE,cmt8l5oxi00015giyiu55n5ry,Airbnb,Airbnb Gift Card,travel,wedding,88,,semantic-category-v8:travel:wedding
SAFE,cmt8l5oxi00015giyiu55n5ry,Airbnb,Airbnb Gift Card,travel,christmas,82,,semantic-category-v8:travel:christmas
SAFE,cmt8l5pog00065giyds4zmg9d,Answear Greece,Answear Greece Gift Card,fashion,birthday,92,,semantic-category-v8:fashion:birthday
SAFE,cmt8l5pog00065giyds4zmg9d,Answear Greece,Answear Greece Gift Card,fashion,christmas,86,,semantic-category-v8:fashion:christmas
SAFE,cmt8l5pog00065giyds4zmg9d,Answear Greece,Answear Greece Gift Card,fashion,just-because,78,,semantic-category-v8:fashion:just-because
SAFE,cmt8l5v5n000d5giy6vtukpbo,JYSK Greece,JYSK Greece Gift Card,home,wedding,88,,semantic-category-v8:home:wedding
SAFE,cmt8l5v5n000d5giy6vtukpbo,JYSK Greece,JYSK Greece Gift Card,home,christmas,84,,semantic-category-v8:home:christmas
SAFE,cmt8l5v5n000d5giy6vtukpbo,JYSK Greece,JYSK Greece Gift Card,home,just-because,76,,semantic-category-v8:home:just-because
SAFE,cmt8l5vu9000i5giya6fmymif,KIKO,KIKO Gift Card,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmt8l5vu9000i5giya6fmymif,KIKO,KIKO Gift Card,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmt8l5vu9000i5giya6fmymif,KIKO,KIKO Gift Card,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmt8l5vu9000i5giya6fmymif,KIKO,KIKO Gift Card,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmt8l5ww0000n5giyozuj9ee2,Lapin House,Lapin House Gift Card,kids-baby,birthday,94,,semantic-category-v8:kids-baby:birthday
SAFE,cmt8l5ww0000n5giyozuj9ee2,Lapin House,Lapin House Gift Card,kids-baby,for-kids,96,,semantic-category-v8:kids-baby:for-kids
SAFE,cmt8l5ww0000n5giyozuj9ee2,Lapin House,Lapin House Gift Card,kids-baby,christmas,90,,semantic-category-v8:kids-baby:christmas
SAFE,cmt8l5yqi000x5giy62dhv7mj,Moustakas Toys,Moustakas Toys Gift Card,kids-baby,birthday,94,,semantic-category-v8:kids-baby:birthday
SAFE,cmt8l5yqi000x5giy62dhv7mj,Moustakas Toys,Moustakas Toys Gift Card,kids-baby,for-kids,96,,semantic-category-v8:kids-baby:for-kids
SAFE,cmt8l5yqi000x5giy62dhv7mj,Moustakas Toys,Moustakas Toys Gift Card,kids-baby,christmas,90,,semantic-category-v8:kids-baby:christmas
SAFE,cmt8l60i400125giyzz43e70c,PlayStation,PlayStation Gift Card,gaming,birthday,96,,semantic-category-v8:gaming:birthday
SAFE,cmt8l60i400125giyzz43e70c,PlayStation,PlayStation Gift Card,gaming,christmas,94,,semantic-category-v8:gaming:christmas
SAFE,cmt8l60i400125giyzz43e70c,PlayStation,PlayStation Gift Card,gaming,just-because,80,,semantic-category-v8:gaming:just-because
SAFE,cmt8l62ab00175giyos0f2x41,Roblox,Roblox Gift Card,gaming,birthday,96,,semantic-category-v8:gaming:birthday
SAFE,cmt8l62ab00175giyos0f2x41,Roblox,Roblox Gift Card,gaming,christmas,94,,semantic-category-v8:gaming:christmas
SAFE,cmt8l62ab00175giyos0f2x41,Roblox,Roblox Gift Card,gaming,just-because,80,,semantic-category-v8:gaming:just-because
SAFE,cmt8l649e001c5giyd9tpmroa,Steam,Steam Gift Card,gaming,birthday,96,,semantic-category-v8:gaming:birthday
SAFE,cmt8l649e001c5giyd9tpmroa,Steam,Steam Gift Card,gaming,christmas,94,,semantic-category-v8:gaming:christmas
SAFE,cmt8l649e001c5giyd9tpmroa,Steam,Steam Gift Card,gaming,just-because,80,,semantic-category-v8:gaming:just-because
SAFE,cmt8mor6600015ciyqxktunjn,Fever,Fever Gift Card,experiences,birthday,94,,semantic-category-v8:experiences:birthday
SAFE,cmt8mor6600015ciyqxktunjn,Fever,Fever Gift Card,experiences,anniversary,90,,semantic-category-v8:experiences:anniversary
SAFE,cmt8mor6600015ciyqxktunjn,Fever,Fever Gift Card,experiences,valentines,88,,semantic-category-v8:experiences:valentines
SAFE,cmt8mor6600015ciyqxktunjn,Fever,Fever Gift Card,experiences,christmas,84,,semantic-category-v8:experiences:christmas
SAFE,cmt8movjv00065ciysur9vq6l,KORRES,KORRES Gift Card,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmt8movjv00065ciysur9vq6l,KORRES,KORRES Gift Card,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmt8movjv00065ciysur9vq6l,KORRES,KORRES Gift Card,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmt8movjv00065ciysur9vq6l,KORRES,KORRES Gift Card,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmt8nqu6a00010oiy7vzul8b7,Amazon,Amazon Gift Card,marketplaces,birthday,90,,semantic-category-v8:marketplaces:birthday
SAFE,cmt8nqu6a00010oiy7vzul8b7,Amazon,Amazon Gift Card,marketplaces,christmas,90,,semantic-category-v8:marketplaces:christmas
SAFE,cmt8nqu6a00010oiy7vzul8b7,Amazon,Amazon Gift Card,marketplaces,just-because,82,,semantic-category-v8:marketplaces:just-because
SAFE,cmt8nqyne00060oiy5y174836,Grecotel,Grecotel Gift Card,hotels,birthday,84,,semantic-category-v8:hotels:birthday
SAFE,cmt8nqyne00060oiy5y174836,Grecotel,Grecotel Gift Card,hotels,anniversary,96,,semantic-category-v8:hotels:anniversary
SAFE,cmt8nqyne00060oiy5y174836,Grecotel,Grecotel Gift Card,hotels,wedding,90,,semantic-category-v8:hotels:wedding
SAFE,cmt8nqyne00060oiy5y174836,Grecotel,Grecotel Gift Card,hotels,valentines,92,,semantic-category-v8:hotels:valentines
SAFE,cmt8nr9qr000b0oiyu9jo1bco,Thomas Sabo,Thomas Sabo Gift Card,jewelry-watches,birthday,94,,semantic-category-v8:jewelry-watches:birthday
SAFE,cmt8nr9qr000b0oiyu9jo1bco,Thomas Sabo,Thomas Sabo Gift Card,jewelry-watches,anniversary,94,,semantic-category-v8:jewelry-watches:anniversary
SAFE,cmt8nr9qr000b0oiyu9jo1bco,Thomas Sabo,Thomas Sabo Gift Card,jewelry-watches,wedding,88,,semantic-category-v8:jewelry-watches:wedding
SAFE,cmt8nr9qr000b0oiyu9jo1bco,Thomas Sabo,Thomas Sabo Gift Card,jewelry-watches,valentines,92,,semantic-category-v8:jewelry-watches:valentines
SAFE,cmt8nr9qr000b0oiyu9jo1bco,Thomas Sabo,Thomas Sabo Gift Card,jewelry-watches,christmas,88,,semantic-category-v8:jewelry-watches:christmas
SAFE,cmt8nragw000g0oiy5et49hfh,Treatwell,Treatwell Gift Card,marketplaces,birthday,90,,semantic-category-v8:marketplaces:birthday
SAFE,cmt8nragw000g0oiy5et49hfh,Treatwell,Treatwell Gift Card,marketplaces,christmas,90,,semantic-category-v8:marketplaces:christmas
SAFE,cmt8nragw000g0oiy5et49hfh,Treatwell,Treatwell Gift Card,marketplaces,just-because,82,,semantic-category-v8:marketplaces:just-because
SAFE,cmt8o9lfb000130iysqk7vztw,Access Fashion,Access Fashion Gift Card,fashion,birthday,92,,semantic-category-v8:fashion:birthday
SAFE,cmt8o9lfb000130iysqk7vztw,Access Fashion,Access Fashion Gift Card,fashion,christmas,86,,semantic-category-v8:fashion:christmas
SAFE,cmt8o9lfb000130iysqk7vztw,Access Fashion,Access Fashion Gift Card,fashion,just-because,78,,semantic-category-v8:fashion:just-because
SAFE,cmt8o9v4j000630iyrdlvm7ql,Microsoft,Microsoft Gift Card,technology,birthday,92,,semantic-category-v8:technology:birthday
SAFE,cmt8o9v4j000630iyrdlvm7ql,Microsoft,Microsoft Gift Card,technology,christmas,90,,semantic-category-v8:technology:christmas
SAFE,cmt8o9v4j000630iyrdlvm7ql,Microsoft,Microsoft Gift Card,technology,just-because,76,,semantic-category-v8:technology:just-because
SAFE,cmt8pswn40002tgiy70wwlvyq,Elisabetta Franchi,Elisabetta Franchi Gift Card,fashion,birthday,92,,semantic-category-v8:fashion:birthday
SAFE,cmt8pswn40002tgiy70wwlvyq,Elisabetta Franchi,Elisabetta Franchi Gift Card,fashion,christmas,86,,semantic-category-v8:fashion:christmas
SAFE,cmt8pswn40002tgiy70wwlvyq,Elisabetta Franchi,Elisabetta Franchi Gift Card,fashion,just-because,78,,semantic-category-v8:fashion:just-because
SAFE,cmt8pt4td0007tgiys8g9wg4u,Pat McGrath Labs,Pat McGrath Labs Gift Card,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmt8pt4td0007tgiys8g9wg4u,Pat McGrath Labs,Pat McGrath Labs Gift Card,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmt8pt4td0007tgiys8g9wg4u,Pat McGrath Labs,Pat McGrath Labs Gift Card,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmt8pt4td0007tgiys8g9wg4u,Pat McGrath Labs,Pat McGrath Labs Gift Card,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmta1eutm0003q8iyh4fzlzqm,Decathlon Greece,Κάρτα Δώρου,sports,birthday,92,,semantic-category-v8:sports:birthday
SAFE,cmta1eutm0003q8iyh4fzlzqm,Decathlon Greece,Κάρτα Δώρου,sports,christmas,86,,semantic-category-v8:sports:christmas
SAFE,cmta1eutm0003q8iyh4fzlzqm,Decathlon Greece,Κάρτα Δώρου,sports,just-because,76,,semantic-category-v8:sports:just-because
SAFE,cmta1ev910005q8iyv5m8ybru,Lidl Greece,Δωροκάρτα Lidl,food-delivery,birthday,84,,semantic-category-v8:food-delivery:birthday
SAFE,cmta1ev910005q8iyv5m8ybru,Lidl Greece,Δωροκάρτα Lidl,food-delivery,thank-you,84,,semantic-category-v8:food-delivery:thank-you
SAFE,cmta1ev910005q8iyv5m8ybru,Lidl Greece,Δωροκάρτα Lidl,food-delivery,just-because,82,,semantic-category-v8:food-delivery:just-because
SAFE,cmta1evos0007q8iy98hyi3jc,Rituals,The Ritual of Mehr Gift Set L - dāvanu komplekts L | RITUALS,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmta1evos0007q8iy98hyi3jc,Rituals,The Ritual of Mehr Gift Set L - dāvanu komplekts L | RITUALS,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmta1evos0007q8iy98hyi3jc,Rituals,The Ritual of Mehr Gift Set L - dāvanu komplekts L | RITUALS,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmta1evos0007q8iy98hyi3jc,Rituals,The Ritual of Mehr Gift Set L - dāvanu komplekts L | RITUALS,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmta1ewiy0009q8iyq85l1jc6,Divani Collection,Divani Collection Hotels Gift Card | The Ultimate Luxury Gift,hotels,birthday,84,,semantic-category-v8:hotels:birthday
SAFE,cmta1ewiy0009q8iyq85l1jc6,Divani Collection,Divani Collection Hotels Gift Card | The Ultimate Luxury Gift,hotels,anniversary,96,,semantic-category-v8:hotels:anniversary
SAFE,cmta1ewiy0009q8iyq85l1jc6,Divani Collection,Divani Collection Hotels Gift Card | The Ultimate Luxury Gift,hotels,wedding,90,,semantic-category-v8:hotels:wedding
SAFE,cmta1ewiy0009q8iyq85l1jc6,Divani Collection,Divani Collection Hotels Gift Card | The Ultimate Luxury Gift,hotels,valentines,92,,semantic-category-v8:hotels:valentines
SAFE,cmta1ex6z000bq8iyhh9qostn,Ryanair,Ryanair gift vouchers | Flight & travel vouchers,travel,birthday,88,,semantic-category-v8:travel:birthday
SAFE,cmta1ex6z000bq8iyhh9qostn,Ryanair,Ryanair gift vouchers | Flight & travel vouchers,travel,anniversary,92,,semantic-category-v8:travel:anniversary
SAFE,cmta1ex6z000bq8iyhh9qostn,Ryanair,Ryanair gift vouchers | Flight & travel vouchers,travel,wedding,88,,semantic-category-v8:travel:wedding
SAFE,cmta1ex6z000bq8iyhh9qostn,Ryanair,Ryanair gift vouchers | Flight & travel vouchers,travel,christmas,82,,semantic-category-v8:travel:christmas
SAFE,cmta1exzc000dq8iywmqdc2xg,Belmond,Luxury Gift Cards for Unique Gifts | Belmond Hotels,hotels,birthday,84,,semantic-category-v8:hotels:birthday
SAFE,cmta1exzc000dq8iywmqdc2xg,Belmond,Luxury Gift Cards for Unique Gifts | Belmond Hotels,hotels,anniversary,96,,semantic-category-v8:hotels:anniversary
SAFE,cmta1exzc000dq8iywmqdc2xg,Belmond,Luxury Gift Cards for Unique Gifts | Belmond Hotels,hotels,wedding,90,,semantic-category-v8:hotels:wedding
SAFE,cmta1exzc000dq8iywmqdc2xg,Belmond,Luxury Gift Cards for Unique Gifts | Belmond Hotels,hotels,valentines,92,,semantic-category-v8:hotels:valentines
SAFE,cmta1eygs000fq8iyti39mxnl,Yamamay,E-Gift Card | Yamamay,fashion,birthday,92,,semantic-category-v8:fashion:birthday
SAFE,cmta1eygs000fq8iyti39mxnl,Yamamay,E-Gift Card | Yamamay,fashion,christmas,86,,semantic-category-v8:fashion:christmas
SAFE,cmta1eygs000fq8iyti39mxnl,Yamamay,E-Gift Card | Yamamay,fashion,just-because,78,,semantic-category-v8:fashion:just-because
SAFE,cmta1eyx9000hq8iyxcnanpju,Anastasia Beverly Hills,Anastasia Beverly Hills Gift Card,beauty,birthday,92,,semantic-category-v8:beauty:birthday
SAFE,cmta1eyx9000hq8iyxcnanpju,Anastasia Beverly Hills,Anastasia Beverly Hills Gift Card,beauty,christmas,86,,semantic-category-v8:beauty:christmas
SAFE,cmta1eyx9000hq8iyxcnanpju,Anastasia Beverly Hills,Anastasia Beverly Hills Gift Card,beauty,mothers-day,82,,semantic-category-v8:beauty:mothers-day
SAFE,cmta1eyx9000hq8iyxcnanpju,Anastasia Beverly Hills,Anastasia Beverly Hills Gift Card,beauty,just-because,78,,semantic-category-v8:beauty:just-because
SAFE,cmta1ezdj000jq8iyh7o6gmjd,GC-TECH,ΔΩΡΟΚΑΡΤΑ ΤΩΝ 10 - GIFT CARD,technology,birthday,92,,semantic-category-v8:technology:birthday
SAFE,cmta1ezdj000jq8iyh7o6gmjd,GC-TECH,ΔΩΡΟΚΑΡΤΑ ΤΩΝ 10 - GIFT CARD,technology,christmas,90,,semantic-category-v8:technology:christmas
SAFE,cmta1ezdj000jq8iyh7o6gmjd,GC-TECH,ΔΩΡΟΚΑΡΤΑ ΤΩΝ 10 - GIFT CARD,technology,just-because,76,,semantic-category-v8:technology:just-because
SAFE,cmta1eztn000lq8iyz17iv7nt,Sportys,ΔΩΡΟΕΠΙΤΑΓΗ 90 ΕΥΡΩ,sports,birthday,92,,semantic-category-v8:sports:birthday
SAFE,cmta1eztn000lq8iyz17iv7nt,Sportys,ΔΩΡΟΕΠΙΤΑΓΗ 90 ΕΥΡΩ,sports,christmas,86,,semantic-category-v8:sports:christmas
SAFE,cmta1eztn000lq8iyz17iv7nt,Sportys,ΔΩΡΟΕΠΙΤΑΓΗ 90 ΕΥΡΩ,sports,just-because,76,,semantic-category-v8:sports:just-because
SAFE,cmta1f09t000nq8iyx3uehika,Adagio,Adagio Gift Voucher 200 euro,music,birthday,92,,semantic-category-v8:music:birthday
SAFE,cmta1f09t000nq8iyx3uehika,Adagio,Adagio Gift Voucher 200 euro,music,christmas,88,,semantic-category-v8:music:christmas
SAFE,cmta1f09t000nq8iyx3uehika,Adagio,Adagio Gift Voucher 200 euro,music,just-because,78,,semantic-category-v8:music:just-because
SAFE,cmta1f0po000pq8iytwczl1ho,Play-sports,Gift Card 20,sports,birthday,92,,semantic-category-v8:sports:birthday
