domain,merchantName,title,possibleOfficialUrl,score,occurrences,reason,action
cdkeyprices.gr,Αγοράστε φθηνό Carnival Cruise Lines Gift Card Καλύτερη τιμή,Αγοράστε φθηνό Carnival Cruise Lines Gift Card Καλύτερη τιμή,https://cdkeyprices.gr/gift-card/carnival-cruise-lines-gift-card/,,,known_false_positive_editorial_reseller_or_marketplace,
zamanos.gr,Zamanos,gift voucher,https://zamanos.gr/news/tag/gift-voucher,,,known_false_positive_editorial_reseller_or_marketplace,
fruugo.gr,"12-piece jewelry gift box, necklace, earrings, ring, cardboard ...","12-piece jewelry gift box, necklace, earrings, ring, cardboard ...",https://www.fruugo.gr/12-piece-jewelry-gift-box-necklace-earrings-ring-cardboard-round-gift-card/p-482586788-1002597518?language=en,,,known_false_positive_editorial_reseller_or_marketplace,
aioloscourier.gr,Personalised Scratch-Off Theatre Show Ticket,Personalised Scratch-Off Theatre Show Ticket – Surprise Reveal ...,https://aioloscourier.gr/Scratch-Off-Theatre-Show-Ticket-Surprise-Reveal-Gift-Voucher-1306719/,,,known_false_positive_editorial_reseller_or_marketplace,
vendora.gr,"Hotel key Daniel hotel καινούργιο,… - € 3,00","Hotel key Daniel hotel καινούργιο,… - € 3,00",https://vendora.gr/items/ygwoqw/hotel-keygift-card-dead-sea-diamond-daniel-hotel-klidi-xenodochiou-katastasi-kenourgio.html,,,known_false_positive_editorial_reseller_or_marketplace,
